Username,EnterpriseID,StatusPernikahan,JenisKelamin,StatusKepegawaian,Pekerjaan,JenjangKarir,PerformancePegawai,AsalDaerah,HiringPlatform,SkorSurveyEngagement,SkorKepuasanPegawai,JumlahKeikutsertaanProjek,JumlahKeterlambatanSebulanTerakhir,JumlahKetidakhadiran,NomorHP,Email,TingkatPendidikan,PernahBekerja,IkutProgramLOP,AlasanResign,TanggalLahir,TanggalHiring,TanggalPenilaianKaryawan,TanggalResign
awedBaboon6,100973,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Bagus,Jakarta Timur,LinkedIn,3,3.0,0.0,0.0,7.0,+6289931606xxx,awedBaboon6031@proton.com,Sarjana,1,,,1972-09-11,2012-11-05,2020-1-17,-
truthfulHawk9,106029,Menikah,Wanita,FullTime,Software Engineer (Back End),Senior_level,Biasa,Jakarta Selatan,Indeed,4,3.0,0.0,0.0,10.0,+6285919278xxx,truthfulHawk9561@yahoo.com,Sarjana,1,,,1954-09-21,2012-07-02,2020-1-17,-
bubblyPup4,100950,Menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Sangat_bagus,Jakarta Selatan,LinkedIn,2,5.0,0.0,0.0,4.0,+6289922130xxx,bubblyPup4032@proton.com,Doktor,1,,,1984-03-11,2016-06-06,2020-1-18,-
adoringMacaw3,110492,Bercerai,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Biasa,Jakarta Barat,Indeed,2,4.0,0.0,0.0,11.0,+6285627455xxx,adoringMacaw3272@yahoo.com,Sarjana,1,,,1979-02-12,2014-05-12,2020-2-19,-
amusedIcecream0,111104,Menikah,Pria,FullTime,Product Design (UI & UX),Freshgraduate_program,Bagus,Jakarta Pusat,Google_Search,3,3.0,0.0,0.0,10.0,+6285622739xxx,amusedIcecream0506@outlook.com,Sarjana,1,,,1982-09-02,2012-5-14,2020-2-22,-
affectedPup0,100718,Belum_menikah,Wanita,FullTime,Software Engineer (Front End),Senior_level,Kurang,Jakarta Barat,LinkedIn,3,4.0,0.0,0.0,7.0,+6282244826xxx,affectedPup0249@outlook.com,Magister,1,,leadership,1987-09-27,2014-2-17,2020-01-07,2017-11-15
spiritedWeaver4,106225,Lainnya,Pria,FullTime,Product Manager,Mid_level,Biasa,Jakarta Selatan,LinkedIn,2,3.0,0.0,0.0,14.0,+6281336578xxx,spiritedWeaver4174@hotmail.com,Doktor,1,,jam_kerja,1992-08-17,2011-11-07,2020-01-08,2018-06-08
pluckyMacaw2,106518,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Bagus,Jakarta Timur,CareerBuilder,3,3.0,0.0,0.0,13.0,+6285780582xxx,pluckyMacaw2231@icloud.com,Magister,1,,kejelasan_karir,1986-04-26,2010-8-30,2020-01-10,2018-04-01
exactingZebra6,106073,Belum_menikah,Pria,FullTime,Data Analyst,Mid_level,Sangat_bagus,Jakarta Utara,LinkedIn,4,5.0,0.0,0.0,13.0,+6283346575xxx,exactingZebra6270@icloud.com,Magister,1,,,1986-12-09,2012-07-09,2020-02-04,-
blissfulCow2,100331,Bercerai,Pria,FullTime,Product Manager,Freshgraduate_program,Bagus,Jakarta Utara,Diversity_Job_Fair,3,3.0,0.0,0.0,15.0,+6285922491xxx,blissfulCow2350@gmail.com,Sarjana,1,,,1974-02-21,2012-04-02,2017-05-06,-
peacefulChamois3,106257,Belum_menikah,Wanita,FullTime,Product Design (UI & UX),Freshgraduate_program,Bagus,Jakarta Pusat,LinkedIn,3,4.0,0.0,0.0,13.0,+6282208741xxx,peacefulChamois3574@icloud.com,Doktor,1,,,1980-04-18,2013-07-08,2020-1-22,-
anxiousTeal2,111378,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Mid_level,Bagus,Jakarta Timur,Employee_Referral,3,5.0,7.0,0.0,16.0,+6289567915xxx,anxiousTeal2015@gmail.com,Sarjana,1,,,1984-09-16,2014-11-10,2020-01-04,-
anxiousWasp6,100628,Bercerai,Pria,FullTime,Software Engineer (Front End),Freshgraduate_program,Sangat_bagus,Jakarta Pusat,Indeed,2,5.0,7.0,0.0,15.0,+6281806218xxx,anxiousWasp6788@outlook.com,Sarjana,1,,,1983-09-04,2017-2-15,2020-1-23,-
dopeySheep0,106034,Belum_menikah,Wanita,FullTime,Data Engineer,Mid_level,Bagus,Jakarta Pusat,Google_Search,2,5.0,0.0,0.0,16.0,+6283343465xxx,dopeySheep0297@icloud.com,Sarjana,1,,,1973-12-08,2011-9-26,2016-03-01,-
yearningPorpoise4,106254,-,Wanita,FullTime,Product Design (UI & UX),Freshgraduate_program,Biasa,Jakarta Timur,LinkedIn,4,5.0,0.0,0.0,11.0,+6281222782xxx,yearningPorpoise4421@yahoo.com,Sarjana,1,,jam_kerja,1974-12-01,2013-5-13,2020-1-28,2017-11-15
murkySausage9,110433,Menikah,Wanita,FullTime,Software Engineer (Front End),Senior_level,Biasa,Jakarta Pusat,Diversity_Job_Fair,2,5.0,0.0,0.0,17.0,+6285821950xxx,murkySausage9688@yahoo.com,Sarjana,1,1.0,ganti_karir,1969-10-30,2013-11-11,2020-1-21,2018-06-08
truthfulMoth4,110744,Belum_menikah,Pria,FullTime,Software Engineer (Android),Mid_level,Bagus,Jakarta Utara,Google_Search,4,5.0,0.0,0.0,20.0,+6287787391xxx,truthfulMoth4663@yahoo.com,Sarjana,1,0.0,kejelasan_karir,1981-10-01,2011-5-16,2014-04-05,2018-04-01
puzzledFish5,106214,Menikah,Pria,Internship,Data Analyst,Mid_level,Bagus,Jakarta Barat,Indeed,4,3.0,0.0,0.0,2.0,+6287722818xxx,puzzledFish5776@hotmail.com,Sarjana,1,,,1981-08-10,2012-8-16,2020-1-14,-
